timestamp,elapsed_seconds,cpu_percent,mem_used_gib
2026-04-06T19:20:02.181808+00:00,0.000,0.6700,2.308000
2026-04-06T19:20:47.181968+00:00,45.000,4.8900,3.662000
2026-04-06T19:21:32.182025+00:00,90.000,3.0300,2.867000
2026-04-06T19:22:17.181941+00:00,135.000,0.7900,2.605000
2026-04-06T19:23:02.181908+00:00,180.000,119.4900,3.075000
2026-04-06T19:23:47.181954+00:00,225.000,38.4500,3.777000
2026-04-06T19:24:32.183469+00:00,270.002,155.6100,2.761000
2026-04-06T19:25:17.181892+00:00,315.000,37.4600,3.827000
2026-04-06T19:26:02.181975+00:00,360.000,2.2200,3.194000
