timestamp,elapsed_seconds,cpu_percent,mem_used_gib
2026-04-06T19:11:42.002787+00:00,0.002,0.7300,2.107000
2026-04-06T19:12:27.002958+00:00,45.000,27.7400,2.327000
2026-04-06T19:13:12.002926+00:00,90.000,21.6100,2.356000
2026-04-06T19:13:57.002943+00:00,135.000,34.3200,2.370000
2026-04-06T19:14:42.002944+00:00,180.000,38.4900,2.379000
2026-04-06T19:15:27.002903+00:00,225.000,0.6900,2.273000
2026-04-06T19:16:12.002978+00:00,270.000,23.1400,2.390000
2026-04-06T19:16:57.002957+00:00,315.000,30.6500,2.406000
2026-04-06T19:17:42.002945+00:00,360.000,0.6800,2.308000
